time,carbon_intensity
2020-04-30T07:05:00+00:00,452.23159289
2020-04-30T07:10:00+00:00,453.13877763000005
2020-04-30T07:15:00+00:00,454.49955474
2020-04-30T07:20:00+00:00,455.40673948
2020-04-30T07:25:00+00:00,454.95314711000003
2020-04-30T07:30:00+00:00,454.49955474
2020-04-30T07:35:00+00:00,454.04596237000004
2020-04-30T07:40:00+00:00,458.58188607
2020-04-30T07:45:00+00:00,462.21062503
2020-04-30T07:50:00+00:00,465.83936399000004
2020-04-30T07:55:00+00:00,469.46810295
2020-04-30T08:00:00+00:00,471.7360648
2020-04-30T08:05:00+00:00,469.46810295
2020-04-30T08:10:00+00:00,474.00402665
2020-04-30T08:15:00+00:00,475.36480376000003
2020-04-30T08:20:00+00:00,474.91121139
2020-04-30T08:25:00+00:00,476.2719885
2020-04-30T08:30:00+00:00,478.08635798
2020-04-30T08:35:00+00:00,481.26150457
2020-04-30T08:40:00+00:00,483.07587405000004
2020-04-30T08:45:00+00:00,484.89024353
2020-04-30T08:50:00+00:00,485.79742827
2020-04-30T08:55:00+00:00,483.52946642
2020-04-30T09:00:00+00:00,488.51898249000004
2020-04-30T09:05:00+00:00,487.15820538
2020-04-30T09:10:00+00:00,485.79742827
2020-04-30T09:15:00+00:00,485.34383590000004
2020-04-30T09:20:00+00:00,485.79742827
2020-04-30T09:25:00+00:00,485.79742827
2020-04-30T09:30:00+00:00,483.98305879000003
2020-04-30T09:35:00+00:00,483.98305879000003
2020-04-30T09:40:00+00:00,484.43665116
2020-04-30T09:45:00+00:00,484.43665116
2020-04-30T09:50:00+00:00,483.98305879000003
2020-04-30T09:55:00+00:00,483.98305879000003
2020-04-30T10:00:00+00:00,487.61179775000005
2020-04-30T10:05:00+00:00,490.33335197
2020-04-30T10:10:00+00:00,491.24053671
2020-04-30T10:15:00+00:00,492.60131382000003
2020-04-30T10:20:00+00:00,495.77646041
2020-04-30T10:25:00+00:00,498.04442226000003
2020-04-30T10:30:00+00:00,503.94112307
2020-04-30T10:35:00+00:00,503.94112307
2020-04-30T10:40:00+00:00,504.39471544
2020-04-30T10:45:00+00:00,504.39471544
2020-04-30T10:50:00+00:00,504.39471544
2020-04-30T10:55:00+00:00,511.65219336
2020-04-30T11:00:00+00:00,505.30190018
2020-04-30T11:05:00+00:00,509.38423151
2020-04-30T11:10:00+00:00,509.83782388000003
2020-04-30T11:15:00+00:00,499.40519937000005
2020-04-30T11:20:00+00:00,493.50849856
2020-04-30T11:25:00+00:00,495.77646041
2020-04-30T11:30:00+00:00,490.78694434000005
2020-04-30T11:35:00+00:00,490.78694434000005
2020-04-30T11:40:00+00:00,490.33335197
2020-04-30T11:45:00+00:00,489.8797596
2020-04-30T11:50:00+00:00,488.51898249000004
2020-04-30T11:55:00+00:00,487.61179775000005
2020-04-30T12:00:00+00:00,492.14772145
2020-04-30T12:05:00+00:00,489.42616723000003
2020-04-30T12:10:00+00:00,492.14772145
2020-04-30T12:15:00+00:00,486.70461301
2020-04-30T12:20:00+00:00,464.02499451
2020-04-30T12:25:00+00:00,456.31392422000005
2020-04-30T12:30:00+00:00,444.06693023
2020-04-30T12:35:00+00:00,436.80945231000004
2020-04-30T12:40:00+00:00,425.46964306
2020-04-30T12:45:00+00:00,422.29449647
2020-04-30T12:50:00+00:00,417.75857277
2020-04-30T12:55:00+00:00,418.66575751000005
2020-04-30T13:00:00+00:00,414.58342618
2020-04-30T13:05:00+00:00,418.66575751000005
2020-04-30T13:10:00+00:00,420.02653462
2020-04-30T13:15:00+00:00,419.57294225000004
2020-04-30T13:20:00+00:00,419.57294225000004
2020-04-30T13:25:00+00:00,420.48012699000003
2020-04-30T13:30:00+00:00,417.30498040000003
2020-04-30T13:35:00+00:00,419.57294225000004
2020-04-30T13:40:00+00:00,427.73760491
2020-04-30T13:45:00+00:00,425.01605069000004
2020-04-30T13:50:00+00:00,174.63306245
2020-04-30T13:55:00+00:00,150.59266684000002
2020-04-30T14:00:00+00:00,432.27352861
2020-04-30T14:05:00+00:00,452.23159289
2020-04-30T14:10:00+00:00,456.76751659
2020-04-30T14:15:00+00:00,455.40673948
2020-04-30T14:20:00+00:00,73.93555631000001
2020-04-30T14:25:00+00:00,59.420600470000004
2020-04-30T14:30:00+00:00,42.63768278
2020-04-30T14:35:00+00:00,42.63768278
2020-04-30T14:40:00+00:00,42.63768278
2020-04-30T14:45:00+00:00,42.18409041
2020-04-30T14:50:00+00:00,42.18409041
2020-04-30T14:55:00+00:00,42.18409041
2020-04-30T15:00:00+00:00,41.73049804
2020-04-30T15:05:00+00:00,41.276905670000005
2020-04-30T15:10:00+00:00,41.276905670000005
2020-04-30T15:15:00+00:00,41.276905670000005
2020-04-30T15:20:00+00:00,41.276905670000005
2020-04-30T15:25:00+00:00,40.8233133
2020-04-30T15:30:00+00:00,40.8233133
2020-04-30T15:35:00+00:00,40.8233133
2020-04-30T15:40:00+00:00,40.8233133
2020-04-30T15:45:00+00:00,40.8233133
2020-04-30T15:50:00+00:00,40.8233133
2020-04-30T15:55:00+00:00,40.8233133
2020-04-30T16:00:00+00:00,41.276905670000005
2020-04-30T16:05:00+00:00,41.276905670000005
2020-04-30T16:10:00+00:00,41.276905670000005
2020-04-30T16:15:00+00:00,41.276905670000005
2020-04-30T16:20:00+00:00,41.276905670000005
2020-04-30T16:25:00+00:00,41.276905670000005
2020-04-30T16:30:00+00:00,41.276905670000005
2020-04-30T16:35:00+00:00,41.276905670000005
2020-04-30T16:40:00+00:00,41.276905670000005
2020-04-30T16:45:00+00:00,41.276905670000005
2020-04-30T16:50:00+00:00,41.276905670000005
2020-04-30T16:55:00+00:00,41.276905670000005
2020-04-30T17:00:00+00:00,41.276905670000005
2020-04-30T17:05:00+00:00,43.09127515
2020-04-30T17:10:00+00:00,44.45205226
2020-04-30T17:15:00+00:00,44.905644630000005
2020-04-30T17:20:00+00:00,44.905644630000005
2020-04-30T17:25:00+00:00,44.905644630000005
2020-04-30T17:30:00+00:00,44.905644630000005
2020-04-30T17:35:00+00:00,44.905644630000005
2020-04-30T17:40:00+00:00,44.905644630000005
2020-04-30T17:45:00+00:00,45.81282937
2020-04-30T17:50:00+00:00,45.81282937
2020-04-30T17:55:00+00:00,45.359237
2020-04-30T18:00:00+00:00,45.81282937
2020-04-30T18:05:00+00:00,45.81282937
2020-04-30T18:10:00+00:00,45.81282937
2020-04-30T18:15:00+00:00,45.81282937
2020-04-30T18:20:00+00:00,45.81282937
2020-04-30T18:25:00+00:00,45.81282937
2020-04-30T18:30:00+00:00,45.81282937
2020-04-30T18:35:00+00:00,45.81282937
2020-04-30T18:40:00+00:00,45.81282937
2020-04-30T18:45:00+00:00,45.81282937
2020-04-30T18:50:00+00:00,45.81282937
2020-04-30T18:55:00+00:00,46.266421740000006
2020-04-30T19:00:00+00:00,45.81282937
2020-04-30T19:05:00+00:00,44.45205226
2020-04-30T19:10:00+00:00,44.45205226
2020-04-30T19:15:00+00:00,43.99845989
2020-04-30T19:20:00+00:00,43.99845989
2020-04-30T19:25:00+00:00,43.544867520000004
2020-04-30T19:30:00+00:00,43.544867520000004
2020-04-30T19:35:00+00:00,43.99845989
2020-04-30T19:40:00+00:00,43.544867520000004
2020-04-30T19:45:00+00:00,43.99845989
2020-04-30T19:50:00+00:00,43.99845989
2020-04-30T19:55:00+00:00,44.45205226
2020-04-30T20:00:00+00:00,43.99845989
2020-04-30T20:05:00+00:00,43.09127515
2020-04-30T20:10:00+00:00,43.09127515
2020-04-30T20:15:00+00:00,43.09127515
2020-04-30T20:20:00+00:00,43.09127515
2020-04-30T20:25:00+00:00,42.63768278
2020-04-30T20:30:00+00:00,42.63768278
2020-04-30T20:35:00+00:00,43.09127515
2020-04-30T20:40:00+00:00,43.09127515
2020-04-30T20:45:00+00:00,43.09127515
2020-04-30T20:50:00+00:00,43.09127515
2020-04-30T20:55:00+00:00,43.09127515
2020-04-30T21:00:00+00:00,43.09127515
2020-04-30T21:05:00+00:00,42.63768278
2020-04-30T21:10:00+00:00,42.63768278
2020-04-30T21:15:00+00:00,43.09127515
2020-04-30T21:20:00+00:00,43.09127515
2020-04-30T21:25:00+00:00,43.544867520000004
2020-04-30T21:30:00+00:00,43.544867520000004
2020-04-30T21:35:00+00:00,43.99845989
2020-04-30T21:40:00+00:00,44.45205226
2020-04-30T21:45:00+00:00,44.45205226
2020-04-30T21:50:00+00:00,44.905644630000005
2020-04-30T21:55:00+00:00,45.359237
2020-04-30T22:00:00+00:00,46.266421740000006
2020-04-30T22:05:00+00:00,47.62719885
2020-04-30T22:10:00+00:00,47.173606480000004
2020-04-30T22:15:00+00:00,87.08973504000001
2020-04-30T22:20:00+00:00,48.08079122
2020-04-30T22:25:00+00:00,48.08079122
2020-04-30T22:30:00+00:00,71.66759446
2020-04-30T22:35:00+00:00,87.54332741
2020-04-30T22:40:00+00:00,87.54332741
2020-04-30T22:45:00+00:00,87.54332741
2020-04-30T22:50:00+00:00,47.62719885
2020-04-30T22:55:00+00:00,75.74992579
2020-04-30T23:00:00+00:00,464.93217925000005
2020-04-30T23:05:00+00:00,462.21062503
2020-04-30T23:10:00+00:00,460.39625555000003
2020-04-30T23:15:00+00:00,460.39625555000003
2020-04-30T23:20:00+00:00,460.39625555000003
2020-04-30T23:25:00+00:00,454.95314711000003
2020-04-30T23:30:00+00:00,456.76751659
2020-04-30T23:35:00+00:00,456.76751659
2020-04-30T23:40:00+00:00,456.31392422000005
2020-04-30T23:45:00+00:00,455.86033185
2020-04-30T23:50:00+00:00,454.95314711000003
2020-04-30T23:55:00+00:00,454.49955474
2020-05-01T00:00:00+00:00,456.31392422000005
2020-05-01T00:05:00+00:00,456.76751659
2020-05-01T00:10:00+00:00,456.76751659
2020-05-01T00:15:00+00:00,458.12829370000003
2020-05-01T00:20:00+00:00,457.22110896000004
2020-05-01T00:25:00+00:00,457.22110896000004
2020-05-01T00:30:00+00:00,458.12829370000003
2020-05-01T00:35:00+00:00,458.12829370000003
2020-05-01T00:40:00+00:00,457.22110896000004
2020-05-01T00:45:00+00:00,457.67470133
2020-05-01T00:50:00+00:00,456.31392422000005
2020-05-01T00:55:00+00:00,453.13877763000005
2020-05-01T01:00:00+00:00,450.87081578000004
2020-05-01T01:05:00+00:00,450.41722341
2020-05-01T01:10:00+00:00,452.23159289
2020-05-01T01:15:00+00:00,453.13877763000005
2020-05-01T01:20:00+00:00,451.32440815
2020-05-01T01:25:00+00:00,450.87081578000004
2020-05-01T01:30:00+00:00,452.23159289
2020-05-01T01:35:00+00:00,447.69566919000005
2020-05-01T01:40:00+00:00,447.69566919000005
2020-05-01T01:45:00+00:00,445.88129971
2020-05-01T01:50:00+00:00,445.88129971
2020-05-01T01:55:00+00:00,445.88129971
2020-05-01T02:00:00+00:00,445.88129971
2020-05-01T02:05:00+00:00,450.87081578000004
2020-05-01T02:10:00+00:00,449.51003867000003
2020-05-01T02:15:00+00:00,446.78848445
2020-05-01T02:20:00+00:00,446.78848445
2020-05-01T02:25:00+00:00,446.78848445
2020-05-01T02:30:00+00:00,446.78848445
2020-05-01T02:35:00+00:00,447.24207682
2020-05-01T02:40:00+00:00,445.88129971
2020-05-01T02:45:00+00:00,445.88129971
2020-05-01T02:50:00+00:00,445.42770734000004
2020-05-01T02:55:00+00:00,444.97411497
2020-05-01T03:00:00+00:00,447.69566919000005
2020-05-01T03:05:00+00:00,443.15974549000003
2020-05-01T03:10:00+00:00,445.88129971
2020-05-01T03:15:00+00:00,449.0564463
2020-05-01T03:20:00+00:00,450.41722341
2020-05-01T03:25:00+00:00,450.87081578000004
2020-05-01T03:30:00+00:00,449.51003867000003
2020-05-01T03:35:00+00:00,448.60285393000004
2020-05-01T03:40:00+00:00,448.60285393000004
2020-05-01T03:45:00+00:00,448.60285393000004
2020-05-01T03:50:00+00:00,449.0564463
2020-05-01T03:55:00+00:00,449.0564463
2020-05-01T04:00:00+00:00,453.13877763000005
2020-05-01T04:05:00+00:00,447.24207682
2020-05-01T04:10:00+00:00,446.33489208000003
2020-05-01T04:15:00+00:00,448.14926156
2020-05-01T04:20:00+00:00,449.0564463
2020-05-01T04:25:00+00:00,446.78848445
2020-05-01T04:30:00+00:00,445.42770734000004
2020-05-01T04:35:00+00:00,446.78848445
2020-05-01T04:40:00+00:00,447.69566919000005
2020-05-01T04:45:00+00:00,448.60285393000004
2020-05-01T04:50:00+00:00,449.51003867000003
2020-05-01T04:55:00+00:00,454.49955474
2020-05-01T05:00:00+00:00,452.68518526
2020-05-01T05:05:00+00:00,449.96363104
2020-05-01T05:10:00+00:00,446.78848445
2020-05-01T05:15:00+00:00,445.42770734000004
2020-05-01T05:20:00+00:00,449.51003867000003
2020-05-01T05:25:00+00:00,450.87081578000004
2020-05-01T05:30:00+00:00,449.51003867000003
2020-05-01T05:35:00+00:00,451.77800052000003
2020-05-01T05:40:00+00:00,415.94420329
2020-05-01T05:45:00+00:00,460.39625555000003
2020-05-01T05:50:00+00:00,460.84984792
2020-05-01T05:55:00+00:00,461.75703266000005
2020-05-01T06:00:00+00:00,459.48907081000004
2020-05-01T06:05:00+00:00,459.03547844
2020-05-01T06:10:00+00:00,449.51003867000003
2020-05-01T06:15:00+00:00,444.97411497
2020-05-01T06:20:00+00:00,444.97411497
2020-05-01T06:25:00+00:00,443.61333786
2020-05-01T06:30:00+00:00,443.15974549000003
2020-05-01T06:35:00+00:00,441.79896838
2020-05-01T06:40:00+00:00,440.89178364
2020-05-01T06:45:00+00:00,440.89178364
2020-05-01T06:50:00+00:00,439.98459890000004
2020-05-01T06:55:00+00:00,441.34537601
2020-05-01T07:00:00+00:00,437.26304468
2020-05-01T07:05:00+00:00,439.07741416000005
2020-05-01T07:10:00+00:00,439.53100653
2020-05-01T07:15:00+00:00,438.17022942
2020-05-01T07:20:00+00:00,438.17022942
2020-05-01T07:25:00+00:00,438.17022942
2020-05-01T07:30:00+00:00,437.71663705000003
2020-05-01T07:35:00+00:00,437.71663705000003
2020-05-01T07:40:00+00:00,437.71663705000003
2020-05-01T07:45:00+00:00,437.71663705000003
2020-05-01T07:50:00+00:00,438.17022942
2020-05-01T07:55:00+00:00,437.71663705000003
2020-05-01T08:00:00+00:00,439.98459890000004
2020-05-01T08:05:00+00:00,447.24207682
2020-05-01T08:10:00+00:00,449.51003867000003
2020-05-01T08:15:00+00:00,449.96363104
2020-05-01T08:20:00+00:00,449.96363104
2020-05-01T08:25:00+00:00,449.96363104
2020-05-01T08:30:00+00:00,449.96363104
2020-05-01T08:35:00+00:00,449.96363104
2020-05-01T08:40:00+00:00,449.96363104
2020-05-01T08:45:00+00:00,450.41722341
2020-05-01T08:50:00+00:00,444.97411497
2020-05-01T08:55:00+00:00,444.97411497
2020-05-01T09:00:00+00:00,433.63430572000004
2020-05-01T09:05:00+00:00,452.68518526
2020-05-01T09:10:00+00:00,459.48907081000004
2020-05-01T09:15:00+00:00,459.94266318
2020-05-01T09:20:00+00:00,459.03547844
2020-05-01T09:25:00+00:00,456.31392422000005
2020-05-01T09:30:00+00:00,450.87081578000004
2020-05-01T09:35:00+00:00,441.34537601
2020-05-01T09:40:00+00:00,449.96363104
2020-05-01T09:45:00+00:00,451.77800052000003
2020-05-01T09:50:00+00:00,452.23159289
2020-05-01T09:55:00+00:00,441.79896838
2020-05-01T10:00:00+00:00,440.89178364
2020-05-01T10:05:00+00:00,439.98459890000004
2020-05-01T10:10:00+00:00,438.17022942
2020-05-01T10:15:00+00:00,438.62382179
2020-05-01T10:20:00+00:00,442.70615312
2020-05-01T10:25:00+00:00,444.06693023
2020-05-01T10:30:00+00:00,444.52052260000005
2020-05-01T10:35:00+00:00,444.97411497
2020-05-01T10:40:00+00:00,448.60285393000004
2020-05-01T10:45:00+00:00,446.78848445
2020-05-01T10:50:00+00:00,445.88129971
2020-05-01T10:55:00+00:00,446.78848445
2020-05-01T11:00:00+00:00,446.33489208000003
2020-05-01T11:05:00+00:00,452.68518526
2020-05-01T11:10:00+00:00,453.13877763000005
2020-05-01T11:15:00+00:00,443.61333786
2020-05-01T11:20:00+00:00,440.43819127
2020-05-01T11:25:00+00:00,436.80945231000004
2020-05-01T11:30:00+00:00,440.43819127
2020-05-01T11:35:00+00:00,440.43819127
2020-05-01T11:40:00+00:00,440.43819127
2020-05-01T11:45:00+00:00,438.62382179
2020-05-01T11:50:00+00:00,436.35585994
2020-05-01T11:55:00+00:00,434.08789809
2020-05-01T12:00:00+00:00,435.90226757000005
2020-05-01T12:05:00+00:00,435.4486752
2020-05-01T12:10:00+00:00,435.4486752
2020-05-01T12:15:00+00:00,436.35585994
2020-05-01T12:20:00+00:00,435.90226757000005
2020-05-01T12:25:00+00:00,435.90226757000005
2020-05-01T12:30:00+00:00,435.90226757000005
2020-05-01T12:35:00+00:00,437.71663705000003
2020-05-01T12:40:00+00:00,437.26304468
2020-05-01T12:45:00+00:00,438.17022942
2020-05-01T12:50:00+00:00,438.17022942
2020-05-01T12:55:00+00:00,438.62382179
2020-05-01T13:00:00+00:00,441.34537601
2020-05-01T13:05:00+00:00,444.52052260000005
2020-05-01T13:10:00+00:00,443.61333786
2020-05-01T13:15:00+00:00,443.15974549000003
2020-05-01T13:20:00+00:00,440.89178364
2020-05-01T13:25:00+00:00,439.98459890000004
2020-05-01T13:30:00+00:00,439.53100653
2020-05-01T13:35:00+00:00,438.62382179
2020-05-01T13:40:00+00:00,439.07741416000005
2020-05-01T13:45:00+00:00,438.17022942
2020-05-01T13:50:00+00:00,436.80945231000004
2020-05-01T13:55:00+00:00,437.71663705000003
2020-05-01T14:00:00+00:00,437.71663705000003
2020-05-01T14:05:00+00:00,447.69566919000005
2020-05-01T14:10:00+00:00,448.14926156
2020-05-01T14:15:00+00:00,449.51003867000003
2020-05-01T14:20:00+00:00,449.0564463
2020-05-01T14:25:00+00:00,449.51003867000003
2020-05-01T14:30:00+00:00,448.14926156
2020-05-01T14:35:00+00:00,449.51003867000003
2020-05-01T14:40:00+00:00,448.14926156
2020-05-01T14:45:00+00:00,460.84984792
2020-05-01T14:50:00+00:00,58.9670081
2020-05-01T14:55:00+00:00,465.83936399000004
2020-05-01T15:00:00+00:00,456.76751659
2020-05-01T15:05:00+00:00,465.38577162
2020-05-01T15:10:00+00:00,465.38577162
2020-05-01T15:15:00+00:00,464.93217925000005
2020-05-01T15:20:00+00:00,465.83936399000004
2020-05-01T15:25:00+00:00,465.83936399000004
2020-05-01T15:30:00+00:00,465.83936399000004
2020-05-01T15:35:00+00:00,466.74654873000003
2020-05-01T15:40:00+00:00,68.0388555
2020-05-01T15:45:00+00:00,57.152638620000005
2020-05-01T15:50:00+00:00,57.152638620000005
2020-05-01T15:55:00+00:00,57.152638620000005
2020-05-01T16:00:00+00:00,452.68518526
2020-05-01T16:05:00+00:00,68.94604024
2020-05-01T16:10:00+00:00,456.31392422000005
2020-05-01T16:15:00+00:00,65.31730128000001
2020-05-01T16:20:00+00:00,455.40673948
2020-05-01T16:25:00+00:00,57.152638620000005
2020-05-01T16:30:00+00:00,57.152638620000005
2020-05-01T16:35:00+00:00,57.152638620000005
2020-05-01T16:40:00+00:00,58.513415730000006
2020-05-01T16:45:00+00:00,58.05982336
2020-05-01T16:50:00+00:00,58.05982336
2020-05-01T16:55:00+00:00,58.513415730000006
2020-05-01T17:00:00+00:00,55.33826914
2020-05-01T17:05:00+00:00,55.791861510000004
2020-05-01T17:10:00+00:00,459.03547844
2020-05-01T17:15:00+00:00,61.68856232
2020-05-01T17:20:00+00:00,55.33826914
2020-05-01T17:25:00+00:00,57.60623099
2020-05-01T17:30:00+00:00,56.24545388
2020-05-01T17:35:00+00:00,57.60623099
2020-05-01T17:40:00+00:00,56.24545388
2020-05-01T17:45:00+00:00,56.24545388
2020-05-01T17:50:00+00:00,55.791861510000004
2020-05-01T17:55:00+00:00,48.98797596
2020-05-01T18:00:00+00:00,48.98797596
2020-05-01T18:05:00+00:00,48.98797596
2020-05-01T18:10:00+00:00,45.359237
2020-05-01T18:15:00+00:00,50.80234544
2020-05-01T18:20:00+00:00,46.72001411
2020-05-01T18:25:00+00:00,55.791861510000004
2020-05-01T18:30:00+00:00,46.72001411
2020-05-01T18:35:00+00:00,49.895160700000005
2020-05-01T18:40:00+00:00,47.173606480000004
2020-05-01T18:45:00+00:00,50.80234544
2020-05-01T18:50:00+00:00,50.80234544
2020-05-01T18:55:00+00:00,49.44156833
2020-05-01T19:00:00+00:00,49.895160700000005
2020-05-01T19:05:00+00:00,45.81282937
2020-05-01T19:10:00+00:00,45.81282937
2020-05-01T19:15:00+00:00,51.255937810000006
2020-05-01T19:20:00+00:00,46.266421740000006
2020-05-01T19:25:00+00:00,48.98797596
2020-05-01T19:30:00+00:00,52.163122550000004
2020-05-01T19:35:00+00:00,64.41011654
2020-05-01T19:40:00+00:00,60.32778521
2020-05-01T19:45:00+00:00,470.37528769000005
2020-05-01T19:50:00+00:00,469.01451058000004
2020-05-01T19:55:00+00:00,468.10732584000004
2020-05-01T20:00:00+00:00,458.58188607
2020-05-01T20:05:00+00:00,66.22448602
2020-05-01T20:10:00+00:00,66.67807839000001
2020-05-01T20:15:00+00:00,463.57140214000003
2020-05-01T20:20:00+00:00,80.28584949
2020-05-01T20:25:00+00:00,462.66421740000004
2020-05-01T20:30:00+00:00,88.45051215000001
2020-05-01T20:35:00+00:00,94.34721296000001
2020-05-01T20:40:00+00:00,92.98643585
2020-05-01T20:45:00+00:00,102.96546799000001
2020-05-01T20:50:00+00:00,457.67470133
2020-05-01T20:55:00+00:00,457.67470133
2020-05-01T21:00:00+00:00,450.41722341
2020-05-01T21:05:00+00:00,456.31392422000005
2020-05-01T21:10:00+00:00,456.76751659
2020-05-01T21:15:00+00:00,459.94266318
2020-05-01T21:20:00+00:00,456.76751659
2020-05-01T21:25:00+00:00,453.13877763000005
2020-05-01T21:30:00+00:00,452.23159289
2020-05-01T21:35:00+00:00,450.87081578000004
2020-05-01T21:40:00+00:00,454.95314711000003
2020-05-01T21:45:00+00:00,454.95314711000003
2020-05-01T21:50:00+00:00,455.86033185
2020-05-01T21:55:00+00:00,454.04596237000004
2020-05-01T22:00:00+00:00,452.68518526
2020-05-01T22:05:00+00:00,455.40673948
2020-05-01T22:10:00+00:00,228.61055448000002
2020-05-01T22:15:00+00:00,245.39347217000002
2020-05-01T22:20:00+00:00,466.74654873000003
2020-05-01T22:25:00+00:00,465.38577162
2020-05-01T22:30:00+00:00,457.67470133
2020-05-01T22:35:00+00:00,458.58188607
2020-05-01T22:40:00+00:00,458.58188607
2020-05-01T22:45:00+00:00,458.12829370000003
2020-05-01T22:50:00+00:00,462.21062503
2020-05-01T22:55:00+00:00,467.2001411
2020-05-01T23:00:00+00:00,469.46810295
2020-05-01T23:05:00+00:00,464.93217925000005
2020-05-01T23:10:00+00:00,465.38577162
2020-05-01T23:15:00+00:00,464.02499451
2020-05-01T23:20:00+00:00,104.32624510000001
2020-05-01T23:25:00+00:00,464.93217925000005
2020-05-01T23:30:00+00:00,177.35461667
2020-05-01T23:35:00+00:00,459.48907081000004
2020-05-01T23:40:00+00:00,450.87081578000004
2020-05-01T23:45:00+00:00,449.0564463
2020-05-01T23:50:00+00:00,448.14926156
2020-05-01T23:55:00+00:00,448.14926156
2020-05-02T00:00:00+00:00,450.87081578000004
2020-05-02T00:05:00+00:00,449.0564463
2020-05-02T00:10:00+00:00,448.60285393000004
2020-05-02T00:15:00+00:00,450.87081578000004
2020-05-02T00:20:00+00:00,450.41722341
2020-05-02T00:25:00+00:00,449.51003867000003
2020-05-02T00:30:00+00:00,450.41722341
2020-05-02T00:35:00+00:00,451.77800052000003
2020-05-02T00:40:00+00:00,452.23159289
2020-05-02T00:45:00+00:00,453.59237
